termCode,termExtendedName,termShortName,termScopeNote,version,lastUpdate,validFrom,validTo,status,deprecated,scientificNames,commonNames,allFacets,ISSCAAP,taxonomicCode,alpha3Code,GEMSCode,matrixCode,LangualCode,foodexOldCode,implicitFacets,detailLevel,termType,prodTreat,prodMeth,prodPack,EuringsCode,IFNCode,EUFeedReg,EPPOCode,VectorNetCode,ADDFOODCode,masterFlag,masterParentCode,masterOrder,masterReportable,masterHierarchyCode,reportFlag,reportParentCode,reportOrder,reportReportable,reportHierarchyCode,pestFlag,pestParentCode,pestOrder,pestReportable,pestHierarchyCode,biomoFlag,biomoParentCode,biomoOrder,biomoReportable,biomoHierarchyCode,feedFlag,feedParentCode,feedOrder,feedReportable,feedHierarchyCode,expoFlag,expoParentCode,expoOrder,expoReportable,expoHierarchyCode,vetdrugFlag,vetdrugParentCode,vetdrugOrder,vetdrugReportable,vetdrugHierarchyCode,botanicFlag,botanicParentCode,botanicOrder,botanicReportable,botanicHierarchyCode,partFlag,partParentCode,partOrder,partReportable,partHierarchyCode,sourceFlag,sourceParentCode,sourceOrder,sourceReportable,sourceHierarchyCode,racsourceFlag,racsourceParentCode,racsourceOrder,racsourceReportable,racsourceHierarchyCode,processFlag,processParentCode,processOrder,processReportable,processHierarchyCode,ingredFlag,ingredParentCode,ingredOrder,ingredReportable,ingredHierarchyCode,mediumFlag,mediumParentCode,mediumOrder,mediumReportable,mediumHierarchyCode,sweetFlag,sweetParentCode,sweetOrder,sweetReportable,sweetHierarchyCode,fortFlag,fortParentCode,fortOrder,fortReportable,fortHierarchyCode,qualFlag,qualParentCode,qualOrder,qualReportable,qualHierarchyCode,cookextFlag,cookextParentCode,cookextOrder,cookextReportable,cookextHierarchyCode,genFlag,genParentCode,genOrder,genReportable,genHierarchyCode,prodFlag,prodParentCode,prodOrder,prodReportable,prodHierarchyCode,packformatFlag,packformatParentCode,packformatOrder,packformatReportable,packformatHierarchyCode,packmatFlag,packmatParentCode,packmatOrder,packmatReportable,packmatHierarchyCode,stateFlag,stateParentCode,stateOrder,stateReportable,stateHierarchyCode,fatFlag,fatParentCode,fatOrder,fatReportable,fatHierarchyCode,alcoholFlag,alcoholParentCode,alcoholOrder,alcoholReportable,alcoholHierarchyCode,doughFlag,doughParentCode,doughOrder,doughReportable,doughHierarchyCode,partconFlag,partconParentCode,partconOrder,partconReportable,partconHierarchyCode,placeFlag,placeParentCode,placeOrder,placeReportable,placeHierarchyCode,targconFlag,targconParentCode,targconOrder,targconReportable,targconHierarchyCode,useFlag,useParentCode,useOrder,useReportable,useHierarchyCode,riskingredFlag,riskingredParentCode,riskingredOrder,riskingredReportable,riskingredHierarchyCode,fpurposeFlag,fpurposeParentCode,fpurposeOrder,fpurposeReportable,fpurposeHierarchyCode,replevFlag,replevParentCode,replevOrder,replevReportable,replevHierarchyCode,animageFlag,animageParentCode,animageOrder,animageReportable,animageHierarchyCode,genderFlag,genderParentCode,genderOrder,genderReportable,genderHierarchyCode,legisFlag,legisParentCode,legisOrder,legisReportable,legisHierarchyCode,feedAddExpoFlag,feedAddExpoParentCode,feedAddExpoOrder,feedAddExpoReportable,feedAddExpoHierarchyCode,PRIMoFlag,PRIMoParentCode,PRIMoOrder,PRIMoReportable,PRIMoHierarchyCode,hostsampledFlag,hostsampledParentCode,hostsampledOrder,hostsampledReportable,hostsampledHierarchyCode,facets_resolved,termExtendedName_full,nlp_matching_friendly
A000M,Amaranth grains,,"Cereal grains from the plant classified under the genus Amaranthus L. spp., commonly known as Amaranth grains or Kiwicha. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.£https://en.wikipedia.org/wiki/Amaranth_grain£https://www.google.co.uk/search?tbm=isch&q=Amaranth+grains",8.9,2017/07/20,2014/10/30,,APPROVED,0,Amaranthus L. spp.,Kiwicha,A000M#F01.A059A$F02.A066Q$F27.A000M$F33.A0C4A,,,,GC 3080,P0500020-001,,A.01.000038,F01.A059A$F27.A000M$F33.A0C4A,E,r,,,,,,,,,,1,A04KH,1,1,Z0001.0001.0001.0001.0001.0003.0001,1,A04KH,2,1,Z0001.0001.0001.0001.0003.0002,1.0,A04KH,2.0,1.0,Z0005.0002.0002,1.0,A04KH,2.0,1.0,Z0008.0001.0003.0002,,,,,,1.0,A04KH,2.0,1.0,Z0001.0001.0001.0003.0002,,,,,,,,,,,,,,,,,,,,,1.0,A04KH,2.0,1.0,Z0001.0002.0002,,,,,,1.0,A04KH,2.0,1.0,Z0001.0001.0001.0003.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""facet_cat"": ""F01"", ""facet_label"": ""source"", ""code"": ""A059A"", ""name"": ""Amaranth (as plant)""}, {""facet_cat"": ""F02"", ""facet_label"": ""part-nature"", ""code"": ""A066Q"", ""name"": ""Grains (as part-nature)""}, {""facet_cat"": ""F27"", ""facet_label"": ""geographical-origin"", ""code"": ""A000M"", ""name"": ""Amaranth grains""}, {""facet_cat"": ""F33"", ""facet_label"": ""flavour"", ""code"": ""A0C4A"", ""name"": ""FA-06.1 Whole, broken, or flaked grain""}]","Amaranth grains, flavour: fa 06.1 whole, broken, or flaked grain, geographical-origin: amaranth grains, part-nature: grains (as part nature), source: amaranth (as plant)",amaranth grains whole broken or flaked grain
A000N,Buckwheat,,"Cereal grains from the plant classified under the species Fagopyrum esculentum Moensch, commonly known as Buckwheat. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.£https://en.wikipedia.org/wiki/Buckwheat£https://www.google.co.uk/search?tbm=isch&q=Buckwheat",8.9,2017/07/20,2014/10/30,,APPROVED,0,Fagopyrum esculentum Moensch,,A000N#F01.A059C$F02.A066Q$F27.A000N$F33.A0C4A,,,,GC0641,P0500020-000,,A.01.000027,F01.A059C$F27.A000N$F33.A0C4A,E,r,,,,,,,,,,1,A04KH,2,1,Z0001.0001.0001.0001.0001.0003.0002,1,A04KH,1,1,Z0001.0001.0001.0001.0003.0001,1.0,A04KH,1.0,1.0,Z0005.0002.0001,1.0,A04KH,1.0,1.0,Z0008.0001.0003.0001,,,,,,1.0,A04KH,1.0,1.0,Z0001.0001.0001.0003.0001,,,,,,,,,,,,,,,,,,,,,1.0,A04KH,1.0,1.0,Z0001.0002.0001,,,,,,1.0,A04KH,1.0,1.0,Z0001.0001.0001.0003.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A04KH,1.0,1.0,Z0005.0002.0001,,,,,,"[{""facet_cat"": ""F01"", ""facet_label"": ""source"", ""code"": ""A059C"", ""name"": ""Buckwheat (as plant)""}, {""facet_cat"": ""F02"", ""facet_label"": ""part-nature"", ""code"": ""A066Q"", ""name"": ""Grains (as part-nature)""}, {""facet_cat"": ""F27"", ""facet_label"": ""geographical-origin"", ""code"": ""A000N"", ""name"": ""Buckwheat""}, {""facet_cat"": ""F33"", ""facet_label"": ""flavour"", ""code"": ""A0C4A"", ""name"": ""FA-06.1 Whole, broken, or flaked grain""}]","Buckwheat, flavour: fa 06.1 whole, broken, or flaked grain, geographical-origin: buckwheat, part-nature: grains (as part nature), source: buckwheat (as plant)",buckwheat grains whole broken or flaked grain
A000P,Barley grains,,"Cereal grains from the plant classified under the species Hordeum vulgare L., commonly known as Barley grains. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.£https://en.wikipedia.org/wiki/Barley£https://www.google.co.uk/search?tbm=isch&q=Barley+grains",8.9,2017/07/20,2014/10/30,,APPROVED,0,Hordeum vulgare L.,,A000P#F01.A059D$F02.A066Q$F27.A000P$F33.A0C4A,,,,GC0640,P0500010-000,,A.01.000019,F01.A059D$F27.A000P$F33.A0C4A,E,r,,,,,,,,,,1,A0D9Y,1,1,Z0001.0001.0001.0001.0001.0002.0001,1,A0D9Y,1,1,Z0001.0001.0001.0001.0002.0001,1.0,A0D9Y,1.0,1.0,Z0005.0001.0001,1.0,A0D9Y,1.0,1.0,Z0008.0001.0002.0001,,,,,,1.0,A0D9Y,1.0,1.0,Z0001.0001.0001.0002.0001,,,,,,,,,,,,,,,,,,,,,1.0,A0D9Y,1.0,1.0,Z0001.0001.0001,,,,,,1.0,A0D9Y,1.0,1.0,Z0001.0001.0001.0002.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A0D9Y,1.0,0.0,Z0005.0001.0001,,,,,,"[{""facet_cat"": ""F01"", ""facet_label"": ""source"", ""code"": ""A059D"", ""name"": ""Barley (as plant)""}, {""facet_cat"": ""F02"", ""facet_label"": ""part-nature"", ""code"": ""A066Q"", ""name"": ""Grains (as part-nature)""}, {""facet_cat"": ""F27"", ""facet_label"": ""geographical-origin"", ""code"": ""A000P"", ""name"": ""Barley grains""}, {""facet_cat"": ""F33"", ""facet_label"": ""flavour"", ""code"": ""A0C4A"", ""name"": ""FA-06.1 Whole, broken, or flaked grain""}]","Barley grains, flavour: fa 06.1 whole, broken, or flaked grain, geographical-origin: barley grains, part-nature: grains (as part nature), source: barley (as plant)",barley grains whole broken or flaked grain
A000Q,Kaniwa grain,,"Cereal grains from the plant classified under the species Chenopodium pallidicaule Aellen, commonly known as Kaniwa grain or Canihua grain. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.£https://en.wikipedia.org/wiki/Chenopodium_pallidicaule£https://www.google.co.uk/search?tbm=isch&q=Kaniwa+grain",8.9,2017/07/20,2014/10/30,,APPROVED,0,Chenopodium pallidicaule Aellen,Canihua grain,A000Q#F01.A059E$F02.A066Q$F27.A000Q$F33.A0C4A,,,,GC0642,P0500020-004,,A.01.000038,F01.A059E$F27.A000Q$F33.A0C4A,E,r,,,,,,,,,,1,A04KH,3,1,Z0001.0001.0001.0001.0001.0003.0003,1,A04KH,3,1,Z0001.0001.0001.0001.0003.0003,1.0,A04KH,3.0,1.0,Z0005.0002.0003,1.0,A04KH,3.0,1.0,Z0008.0001.0003.0003,,,,,,1.0,A04KH,3.0,1.0,Z0001.0001.0001.0003.0003,,,,,,,,,,,,,,,,,,,,,1.0,A04KH,3.0,1.0,Z0001.0002.0003,,,,,,1.0,A04KH,3.0,1.0,Z0001.0001.0001.0003.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A04KH,5.0,0.0,Z0005.0002.0005,,,,,,"[{""facet_cat"": ""F01"", ""facet_label"": ""source"", ""code"": ""A059E"", ""name"": ""Cañihua (as plant)""}, {""facet_cat"": ""F02"", ""facet_label"": ""part-nature"", ""code"": ""A066Q"", ""name"": ""Grains (as part-nature)""}, {""facet_cat"": ""F27"", ""facet_label"": ""geographical-origin"", ""code"": ""A000Q"", ""name"": ""Kaniwa grain""}, {""facet_cat"": ""F33"", ""facet_label"": ""flavour"", ""code"": ""A0C4A"", ""name"": ""FA-06.1 Whole, broken, or flaked grain""}]","Kaniwa grain, flavour: fa 06.1 whole, broken, or flaked grain, geographical-origin: kaniwa grain, part-nature: grains (as part nature), source: cañihua (as plant)",kaniwa grain cañihua grains whole broken or flaked
A000R,Quinoa grain,,"Cereal grains from the plant classified under the species Chenopodium quinoa Willd., commonly known as Quinoa grain. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.£https://en.wikipedia.org/wiki/Quinoa£https://www.google.co.uk/search?tbm=isch&q=Quinoa+grain",8.9,2017/07/20,2014/10/30,,APPROVED,0,Chenopodium quinoa Willd.,,A000R#F01.A059F$F02.A066Q$F27.A000R$F33.A0C4A,,,,GC0648,P0500020-005,,A.01.000038,F01.A059F$F27.A000R$F33.A0C4A,E,r,,,,,,,,,,1,A04KH,4,1,Z0001.0001.0001.0001.0001.0003.0004,1,A04KH,4,1,Z0001.0001.0001.0001.0003.0004,1.0,A04KH,4.0,1.0,Z0005.0002.0004,1.0,A04KH,4.0,1.0,Z0008.0001.0003.0004,,,,,,1.0,A04KH,4.0,1.0,Z0001.0001.0001.0003.0004,,,,,,,,,,,,,,,,,,,,,1.0,A04KH,4.0,1.0,Z0001.0002.0004,,,,,,1.0,A04KH,4.0,1.0,Z0001.0001.0001.0003.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A04KH,6.0,1.0,Z0005.0002.0006,,,,,,"[{""facet_cat"": ""F01"", ""facet_label"": ""source"", ""code"": ""A059F"", ""name"": ""Quinoa (as plant)""}, {""facet_cat"": ""F02"", ""facet_label"": ""part-nature"", ""code"": ""A066Q"", ""name"": ""Grains (as part-nature)""}, {""facet_cat"": ""F27"", ""facet_label"": ""geographical-origin"", ""code"": ""A000R"", ""name"": ""Quinoa grain""}, {""facet_cat"": ""F33"", ""facet_label"": ""flavour"", ""code"": ""A0C4A"", ""name"": ""FA-06.1 Whole, broken, or flaked grain""}]","Quinoa grain, flavour: fa 06.1 whole, broken, or flaked grain, geographical-origin: quinoa grain, part-nature: grains (as part nature), source: quinoa (as plant)",quinoa grain grains whole broken or flaked
A000S,Maize and similar-,,"The group includes any type of grain from Maize or species similar to Maize (corn) or sharing the same pesticide MRL, as defined by the EU pesticide regulation.£https://en.wikipedia.org/wiki/Maize£https://www.google.co.uk/search?tbm=isch&q=Maize and similar grains",8.9,2017/07/20,2014/10/30,,APPROVED,0,,Corn and similar,A000S#F01.A058Z$F02.A066Q$F27.A000S$F33.A0C4A,,,,GC 0645,P0500030,,A.01.000022,F27.A000S$F33.A0C4A,C,r,,,,,,,,,,1,A000L,5,1,Z0001.0001.0001.0001.0001.0005,1,A000L,4,1,Z0001.0001.0001.0001.0004,1.0,A000L,3.0,1.0,Z0005.0003,1.0,A000L,4.0,1.0,Z0008.0001.0004,,,,,,1.0,A000L,5.0,1.0,Z0001.0001.0001.0005,,,,,,,,,,,,,,,,,,,,,1.0,A000L,4.0,1.0,Z0001.0004,,,,,,1.0,A000L,4.0,1.0,Z0001.0001.0001.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A000L,3.0,1.0,Z0005.0003,,,,,,"[{""facet_cat"": ""F01"", ""facet_label"": ""source"", ""code"": ""A058Z"", ""name"": ""Cereals and similar (as plant)""}, {""facet_cat"": ""F02"", ""facet_label"": ""part-nature"", ""code"": ""A066Q"", ""name"": ""Grains (as part-nature)""}, {""facet_cat"": ""F27"", ""facet_label"": ""geographical-origin"", ""code"": ""A000S"", ""name"": ""Maize and similar-""}, {""facet_cat"": ""F33"", ""facet_label"": ""flavour"", ""code"": ""A0C4A"", ""name"": ""FA-06.1 Whole, broken, or flaked grain""}]","Maize and similar-, flavour: fa 06.1 whole, broken, or flaked grain, geographical-origin: maize and similar , part-nature: grains (as part nature), source: cereals and similar (as plant)",maize and similar cereals grains whole broken or flaked grain
A000T,Maize grain,,"Cereal grains from the plant classified under the species Zea mays L. subsp. mays, commonly known as Maize grain or Corn grain. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.£https://en.wikipedia.org/wiki/Maize£https://www.google.co.uk/search?tbm=isch&q=Maize+grain",8.9,2017/07/20,2014/10/30,,APPROVED,0,Zea mays L. subsp. mays,Corn grain,A000T#F01.A059G$F02.A066Q$F27.A000T$F33.A0C4A,,,,GC 0645,P0500030-000,,A.01.000022,F01.A059G$F27.A000T$F33.A0C4A,E,r,,,,,,,,,,1,A000S,1,1,Z0001.0001.0001.0001.0001.0005.0001,1,A000S,3,1,Z0001.0001.0001.0001.0004.0003,1.0,A000S,3.0,1.0,Z0005.0003.0003,1.0,A000S,3.0,1.0,Z0008.0001.0004.0003,,,,,,1.0,A000S,3.0,1.0,Z0001.0001.0001.0005.0003,,,,,,,,,,,,,,,,,,,,,1.0,A000S,2.0,1.0,Z0001.0004.0002,,,,,,1.0,A000S,3.0,1.0,Z0001.0001.0001.0004.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A000S,1.0,0.0,Z0005.0003.0001,,,,,,"[{""facet_cat"": ""F01"", ""facet_label"": ""source"", ""code"": ""A059G"", ""name"": ""Maize (as plant)""}, {""facet_cat"": ""F02"", ""facet_label"": ""part-nature"", ""code"": ""A066Q"", ""name"": ""Grains (as part-nature)""}, {""facet_cat"": ""F27"", ""facet_label"": ""geographical-origin"", ""code"": ""A000T"", ""name"": ""Maize grain""}, {""facet_cat"": ""F33"", ""facet_label"": ""flavour"", ""code"": ""A0C4A"", ""name"": ""FA-06.1 Whole, broken, or flaked grain""}]","Maize grain, flavour: fa 06.1 whole, broken, or flaked grain, geographical-origin: maize grain, part-nature: grains (as part nature), source: maize (as plant)",maize grain grains whole broken or flaked
A000V,Popcorn kernels,,"Cereal grains from the plant classified under the species Zea mays L. subsp. averta, commonly known as Popcorn kernels. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.£https://en.wikipedia.org/wiki/Maize£https://www.google.co.uk/search?tbm=isch&q=Popcorn+kernels",8.9,2017/07/20,2014/10/30,,APPROVED,0,Zea mays L. subsp. averta,,A000V#F01.A0EET$F02.A066Q$F27.A000V$F33.A0C4A,,,,GC0656,P0500030-000,,A.01.000022,F01.A0EET$F27.A000V$F33.A0C4A,E,r,,,,,,,,,,1,A000S,3,1,Z0001.0001.0001.0001.0001.0005.0003,1,A000S,1,1,Z0001.0001.0001.0001.0004.0001,1.0,A000S,1.0,1.0,Z0005.0003.0001,1.0,A000S,1.0,1.0,Z0008.0001.0004.0001,,,,,,1.0,A000S,1.0,1.0,Z0001.0001.0001.0005.0001,,,,,,,,,,,,,,,,,,,,,1.0,A000S,3.0,1.0,Z0001.0004.0003,,,,,,1.0,A000S,1.0,1.0,Z0001.0001.0001.0004.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A000T,1.0,0.0,Z0005.0003.0001.0001,,,,,,"[{""facet_cat"": ""F01"", ""facet_label"": ""source"", ""code"": ""A0EET"", ""name"": ""Popcorn maize (as plant)""}, {""facet_cat"": ""F02"", ""facet_label"": ""part-nature"", ""code"": ""A066Q"", ""name"": ""Grains (as part-nature)""}, {""facet_cat"": ""F27"", ""facet_label"": ""geographical-origin"", ""code"": ""A000V"", ""name"": ""Popcorn kernels""}, {""facet_cat"": ""F33"", ""facet_label"": ""flavour"", ""code"": ""A0C4A"", ""name"": ""FA-06.1 Whole, broken, or flaked grain""}]","Popcorn kernels, flavour: fa 06.1 whole, broken, or flaked grain, geographical-origin: popcorn kernels, part-nature: grains (as part nature), source: popcorn maize (as plant)",popcorn kernels maize grains whole broken or flaked grain
A000X,Teosinte grain,,"Cereal grains from the plant classified under the species Zea mays subsp. huehuetenangensis (H.H. Iltis & Doebley) Doebley or Zea mays subsp. mexicana (Schrad.) H.H. Iltis or Zea mays subsp. parviglumis H.H. Iltis & Doebley, commonly known as Teosinte grain. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.£https://en.wikipedia.org/wiki/Zea_(plant)£https://www.google.co.uk/search?tbm=isch&q=Teosinte+grain",8.9,2017/07/20,2014/10/30,,APPROVED,0,Zea mays subsp. huehuetenangensis (H.H. Iltis & Doebley) Doebley$Zea mays subsp. mexicana (Schrad.) H.H. Iltis$Zea mays subsp. parviglumis H.H. Iltis & Doebley,,A000X#F01.A059H$F02.A066Q$F27.A000X$F33.A0C4A,,,,GC0657,P0500030,,A.01.000022,F01.A059H$F27.A000X$F33.A0C4A,E,r,,,,,,,,,,1,A000S,4,1,Z0001.0001.0001.0001.0001.0005.0004,1,A000S,2,1,Z0001.0001.0001.0001.0004.0002,1.0,A000S,2.0,1.0,Z0005.0003.0002,1.0,A000S,2.0,1.0,Z0008.0001.0004.0002,,,,,,1.0,A000S,2.0,1.0,Z0001.0001.0001.0005.0002,,,,,,,,,,,,,,,,,,,,,1.0,A000S,4.0,1.0,Z0001.0004.0004,,,,,,1.0,A000S,2.0,1.0,Z0001.0001.0001.0004.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""facet_cat"": ""F01"", ""facet_label"": ""source"", ""code"": ""A059H"", ""name"": ""Teosinte (as plant)""}, {""facet_cat"": ""F02"", ""facet_label"": ""part-nature"", ""code"": ""A066Q"", ""name"": ""Grains (as part-nature)""}, {""facet_cat"": ""F27"", ""facet_label"": ""geographical-origin"", ""code"": ""A000X"", ""name"": ""Teosinte grain""}, {""facet_cat"": ""F33"", ""facet_label"": ""flavour"", ""code"": ""A0C4A"", ""name"": ""FA-06.1 Whole, broken, or flaked grain""}]","Teosinte grain, flavour: fa 06.1 whole, broken, or flaked grain, geographical-origin: teosinte grain, part-nature: grains (as part nature), source: teosinte (as plant)",teosinte grain grains whole broken or flaked
A000Y,Common millet and similar-,,"The group includes any type of grain from Common millet or species similar to Common millet or sharing the same pesticide MRL, as defined by the EU pesticide regulation.£https://en.wikipedia.org/wiki/Millet£https://www.google.co.uk/search?tbm=isch&q=Common+millet",8.9,2017/07/20,2014/10/30,,APPROVED,0,,,A000Y#F01.A058Z$F02.A066Q$F27.A000Y$F33.A0C4A,,,,GC0646,P0500040,,A.01.000028,F27.A000Y$F33.A0C4A,C,r,,,,,,,,,,1,A000L,4,1,Z0001.0001.0001.0001.0001.0004,1,A000L,5,1,Z0001.0001.0001.0001.0005,1.0,A000L,4.0,1.0,Z0005.0004,1.0,A000L,5.0,1.0,Z0008.0001.0005,,,,,,1.0,A000L,4.0,1.0,Z0001.0001.0001.0004,,,,,,,,,,,,,,,,,,,,,1.0,A000L,3.0,1.0,Z0001.0003,,,,,,1.0,A000L,5.0,1.0,Z0001.0001.0001.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A000L,4.0,1.0,Z0005.0004,,,,,,"[{""facet_cat"": ""F01"", ""facet_label"": ""source"", ""code"": ""A058Z"", ""name"": ""Cereals and similar (as plant)""}, {""facet_cat"": ""F02"", ""facet_label"": ""part-nature"", ""code"": ""A066Q"", ""name"": ""Grains (as part-nature)""}, {""facet_cat"": ""F27"", ""facet_label"": ""geographical-origin"", ""code"": ""A000Y"", ""name"": ""Common millet and similar-""}, {""facet_cat"": ""F33"", ""facet_label"": ""flavour"", ""code"": ""A0C4A"", ""name"": ""FA-06.1 Whole, broken, or flaked grain""}]","Common millet and similar-, flavour: fa 06.1 whole, broken, or flaked grain, geographical-origin: common millet and similar , part-nature: grains (as part nature), source: cereals and similar (as plant)",common millet and similar cereals grains whole broken or flaked grain
A000Z,Barnyard millet,,"Cereal grains from the plant classified under the species Echinochloa esculenta (A. Braun) H. Scholz, commonly known as Barnyard millet or Japanese Millet. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.£https://en.wikipedia.org/wiki/Echinochloa_esculenta£https://www.google.co.uk/search?tbm=isch&q=Echinochloa esculenta Barnyard millet",8.9,2017/07/20,2014/10/30,,APPROVED,0,Echinochloa esculenta (A. Braun) H. Scholz,Japanese Millet,A000Z#F01.A059K$F02.A066Q$F27.A000Z$F33.A0C4A,,,,GC0646,P0500040,,A.01.000028,F01.A059K$F27.A000Z$F33.A0C4A,E,r,,,,,,,,,,1,A000Y,2,1,Z0001.0001.0001.0001.0001.0004.0002,1,A000Y,11,1,Z0001.0001.0001.0001.0005.0011,1.0,A000Y,11.0,1.0,Z0005.0004.0011,1.0,A000Y,11.0,1.0,Z0008.0001.0005.0011,,,,,,1.0,A000Y,11.0,1.0,Z0001.0001.0001.0004.0011,,,,,,,,,,,,,,,,,,,,,1.0,A000Y,11.0,1.0,Z0001.0003.0011,,,,,,1.0,A000Y,11.0,1.0,Z0001.0001.0001.0005.0011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A000Y,11.0,0.0,Z0005.0004.0011,,,,,,"[{""facet_cat"": ""F01"", ""facet_label"": ""source"", ""code"": ""A059K"", ""name"": ""Millet , barnyard (as plant)""}, {""facet_cat"": ""F02"", ""facet_label"": ""part-nature"", ""code"": ""A066Q"", ""name"": ""Grains (as part-nature)""}, {""facet_cat"": ""F27"", ""facet_label"": ""geographical-origin"", ""code"": ""A000Z"", ""name"": ""Barnyard millet""}, {""facet_cat"": ""F33"", ""facet_label"": ""flavour"", ""code"": ""A0C4A"", ""name"": ""FA-06.1 Whole, broken, or flaked grain""}]","Barnyard millet, flavour: fa 06.1 whole, broken, or flaked grain, geographical-origin: barnyard millet, part-nature: grains (as part nature), source: millet , barnyard (as plant)",barnyard millet grains whole broken or flaked grain
